feature,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,pct_zeros,pct_unique
syn_count,4429940.0,14.24767626649571,33.788844311795366,0.0,0.0,0.0,1.0,100.0,2.083577097592102,2.4055276778168113,69.46471058298758,0.0022799405861027465
fin_count,4429940.0,4.6855149279674215,20.68433762308793,0.0,0.0,0.0,0.0,100.0,4.362801288892191,17.09018203279069,87.31445572626266,0.0022799405861027465
rst_count,4429940.0,5.6444333331828425,21.582421646752994,0.0,0.0,0.0,0.0,100.0,3.965247710237508,14.14098795152717,87.16355074786566,0.0022799405861027465
HTTP,4429940.0,0.06498818175222978,0.22464697327031471,0.0,0.0,0.0,0.0,1.0,3.5927019887732135,11.46451571290962,86.73787906833952,0.011196539907989725
HTTPS,4429940.0,0.13761025519955503,0.29915921899552445,0.0,0.0,0.0,0.02,1.0,2.0942272279295384,2.8388708346936125,67.82125717278338,0.012415518043133768
DNS,4429940.0,0.011118799649983892,0.048447516916272956,0.0,0.0,0.0,0.0,1.0,6.599699600614565,56.29975328602209,86.51056221980433,0.007494458164218928
Telnet,4429940.0,3.116302010373746e-05,0.0019642538932722288,0.0,0.0,0.0,0.0,0.6,101.02638900556043,14668.161645365337,99.92859948441739,0.0002257366916933412
SMTP,4429940.0,3.0370684315893785e-05,0.00221075854599077,0.0,0.0,0.0,0.0,0.9,141.96848875650417,31011.36575851399,99.93166950342443,0.0002708840300320094
SSH,4429940.0,0.0010640597226873674,0.020952590351292728,0.0,0.0,0.0,0.0,1.0,31.751310519196238,1224.2662239242081,99.29940360366054,0.0008803730976040308
IRC,4429940.0,5.867544994359816e-05,0.002642115419969084,0.0,0.0,0.0,0.0,0.9,84.22913453251617,14282.188025539452,99.88365530910124,0.00036117870670934597
TCP,4429940.0,0.5487142440497216,0.45423461625871564,0.0,0.0,0.7,1.0,1.0,-0.21218851808200334,-1.8041057736191066,27.370190115441744,0.02139983837252875
UDP,4429940.0,0.21912925438719963,0.36397774066313193,0.0,0.0,0.0,0.3,1.0,1.3896522172931747,0.25094249492363474,55.55136186946099,0.018713571741377985
DHCP,4429940.0,0.0007580848575663639,0.011545152062059905,0.0,0.0,0.0,0.0,0.8,23.187895579027842,657.4595197887197,98.78625895610324,0.00257339828530409
ARP,4429940.0,0.011235050128053092,0.043379312638568104,0.0,0.0,0.0,0.0,1.0,7.242295404228517,82.11992575139436,80.71680429080304,0.008758583637701638
ICMP,4429940.0,0.09125587589017858,0.2774118395827696,0.0,0.0,0.0,0.0,1.0,2.8631046835682605,6.2824725481559565,83.25121784945169,0.015575831726840543
IGMP,4429940.0,9.310005749928596e-05,0.0030134868298608577,0.0,0.0,0.0,0.0,0.4,40.52687835876136,1962.6626560865163,99.80622762385045,0.0004966207217253507
IPv,4429940.0,0.9887649498719467,0.0433793126385681,0.0,1.0,1.0,1.0,1.0,-7.242295404228509,82.11992575139433,0.008058799893452283,0.008758583637701638
LLC,4429940.0,0.9887649498719467,0.0433793126385681,0.0,1.0,1.0,1.0,1.0,-7.242295404228509,82.11992575139433,0.008058799893452283,0.008758583637701638
Tot sum,4429940.0,24508.974353602982,31815.90069778069,120.0,6000.0,6000.0,54939.0,289481.0,1.2526504812932346,0.05984249214426063,0.0,2.2130773780231783
Min,4429940.0,118.55791432841077,190.68664076223143,42.0,60.0,60.0,66.0,4410.0,4.769177099874684,29.932144834689158,0.0,0.03065504273195574
Max,4429940.0,637.05228513253,959.334972756941,46.0,60.0,214.0,1074.0,39162.0,4.388116174504269,43.231121677353386,0.0,0.1276766728217538
AVG,4429940.0,338.19471377426936,399.20072078691084,46.0,60.0,82.8,578.0,7885.2,1.7852546196151668,5.201093148801702,0.0,2.425450457568274
Std,4429940.0,180.7098891617516,322.20474414951747,0.0,0.0,3.299999999999999,210.67507127460328,10625.816277141044,3.1622052080271112,23.010670494779106,45.50962315516689,24.265159347530666
Tot size,4429940.0,338.19471377426936,399.20072078691084,46.0,60.0,82.8,578.0,7885.2,1.7852546196151668,5.201093148801702,0.0,2.425450457568274
IAT,4429940.0,0.039563436485484466,38.891696556280735,1.9073486328125e-07,3.936052322387696e-05,0.0001580095291137,0.0009662336111068501,65724.00937809944,1483.9871729634478,2309687.636883352,0.0,17.387775003724656
Number,4429940.0,77.30261312794305,39.04763976172397,2.0,10.0,100.0,100.0,100.0,-1.1413378932297424,-0.6952383382949345,0.0,0.002234793247764078
Variance,4429940.0,136471.93775825138,599648.1044958878,0.0,0.0,10.889999999999992,44383.98565656565,112907971.55555557,31.449562189159675,2149.244006584134,45.50962315516689,25.362329963836984
