sample_key,run_label,vae_run_tag,model,model_tag,attack,rank_in_combo,sample_id,source_class,true_label,pred_before,pred_after,target_class,target_success,protocol_valid,mask_valid,raw_g1g8_valid,joint_valid,selected_restart,input_l2_scaled,latent_l2,top_feature_changes,feature_index,feature,original_raw,adversarial_raw,delta_raw,original_scaled,adversarial_scaled,delta_scaled
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,0,Header_Length,31.99999930356512,28.62640700538327,-3.3735922981818476,1.003311276435852,0.7240403890609741,-0.27927088737487793
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,11,ack_count,10.000000238418579,9.10616135597229,-0.8938388824462891,1.4285714626312256,1.3008801937103271,-0.12769126892089844
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,12,syn_count,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,13,fin_count,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,14,rst_count,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,15,HTTP,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,16,HTTPS,1.0,1.0,0.0,1.0,1.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,17,DNS,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,18,Telnet,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,19,SMTP,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,20,SSH,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,21,IRC,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,22,TCP,1.0,1.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,23,UDP,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,24,DHCP,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,25,ARP,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,26,ICMP,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,27,IGMP,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,28,IPv,1.0,1.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,29,LLC,1.0,1.0,0.0,0.0,0.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,30,Tot sum,12090.00012666732,12090.00012666732,0.0,0.12444063276052475,0.12444063276052475,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,31,Min,66.0,61.79447937011719,-4.2055206298828125,1.0,0.29907989501953125,-0.7009201049804688
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,32,Max,1500.0000488758087,1615.003466129303,115.00341725349426,1.2682446241378784,1.3816602230072021,0.11341559886932373
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,33,AVG,1208.9999413490295,1324.00341463089,115.00347328186035,2.174131155014038,2.3961455821990967,0.2220144271850586
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,34,Std,602.4168391897874,614.5837958321899,12.16695664240251,2.8459975719451904,2.903794527053833,0.05779695510864258
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,35,Tot size,1208.9999413490295,1322.6877603530884,113.68781900405884,2.174131155014038,2.3936057090759277,0.21947455406188965
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,36,IAT,0.0007581949907886246,0.0017267553543775889,0.0009685603635889643,0.647311806678772,1.6919729709625244,1.0446611642837524
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,37,Number,10.0,10.0,0.0,-1.0,-1.0,0.0
gaussian|dualpath|targeted_benign|1|1077,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,DualPath,dualpath,targeted-benign-latent-pgd,1,1077,Spoofing,Spoofing,Spoofing,Benign,Benign,True,True,True,True,True,0,1.3795643770630581,1.9467922421189812,`IAT` 0.00096856; `Min` -4.20552; `Variance` 14813.9; `Header_Length` -3.37359; `AVG` 115.003,38,Variance,362906.02233478054,377719.96346025914,14813.941125478595,8.188929557800293,8.523214340209961,0.33428478240966797
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,0,Header_Length,47.20000047595295,47.75326123753439,0.5532607615814413,2.261589527130127,2.307389259338379,0.04579973220825195
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,1,Protocol Type,6.0,6.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,2,Time_To_Live,87.59999786093249,87.59999786093249,0.0,12.355996131896973,12.355996131896973,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,3,Rate,19526.554616109286,1222.9547327287837,-18303.599883380502,0.5258623361587524,-0.2136206030845642,-0.7394829392433167
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,4,fin_flag_number,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,5,syn_flag_number,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,6,rst_flag_number,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,7,psh_flag_number,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,8,ack_flag_number,1.0,0.9969295263290405,-0.0030704736709594727,1.0,0.9969295263290405,-0.0030704736709594727
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,9,ece_flag_number,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,10,cwr_flag_number,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,11,ack_count,10.000000238418579,10.145051121711731,0.14505088329315186,1.4285714626312256,1.4492930173873901,0.02072155475616455
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,12,syn_count,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,13,fin_count,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,14,rst_count,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,15,HTTP,1.0,1.0,0.0,1.0,1.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,16,HTTPS,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,17,DNS,0.0,0.0,0.0,0.0,0.0,0.0
gaussian|lstm|targeted_benign|1|940,gaussian,gaussian_anticollapse_beta05_freebits01_20260529_173512,LSTM,lstm,targeted-benign-latent-pgd,1,940,Recon,Recon,Recon,Benign,Benign,True,True,True,True,True,4,1.340011790077795,1.905911890593752,`Rate` -18303.6; `IAT` 0.000671636; `Tot size` 334.728; `Variance` -22309.7; `Min` 1.22102,18,Telnet,0.0,0.0,0.0,0.0,0.0,0.0
