example_rank,sample_index,clean_prediction,adv_prediction,feature,clean_value,adv_value,delta,violates_rule,violated_rules,violation_description
3,2,21,23,SMTP,0.0,-0.3,-0.3,True,R_binary_SMTP,SMTP must be binary (0/1); got -0.3000
3,2,21,23,SSH,0.0,0.225,0.225,True,R_binary_SSH,SSH must be binary (0/1); got 0.2250
3,2,21,23,Std,474.2486,537.4022,63.1536,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=537.4022, Variance=211617.0938"
3,2,21,23,TCP,0.0,-0.3,-0.3,True,R_binary_TCP,TCP must be binary (0/1); got -0.3000
3,2,21,23,Telnet,0.0,-0.3,-0.3,True,R_binary_Telnet,Telnet must be binary (0/1); got -0.3000
3,2,21,23,UDP,1.0,0.7,-0.3,True,R_binary_UDP; R_proto_udp,UDP must be binary (0/1); got 0.7000 | UDP indicator implies Protocol Type should be 17
3,2,21,23,Variance,224911.7031,211617.0938,-13294.6094,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=537.4022, Variance=211617.0938"
3,2,21,23,ack_count,0.0,-1.575,-1.575,True,R_nonneg_ack_count,ack_count must be non-negative; got -1.5750
3,2,21,23,cwr_flag_number,0.0,-0.3,-0.3,True,R_nonneg_cwr_flag_number,cwr_flag_number must be non-negative; got -0.3000
3,2,21,23,ece_flag_number,0.0,-0.225,-0.225,True,R_nonneg_ece_flag_number,ece_flag_number must be non-negative; got -0.2250
3,2,21,23,rst_count,0.0,-0.225,-0.225,True,R_nonneg_rst_count,rst_count must be non-negative; got -0.2250
3,2,21,23,rst_flag_number,0.0,-0.15,-0.15,True,R_nonneg_rst_flag_number,rst_flag_number must be non-negative; got -0.1500
3,2,21,23,syn_count,0.0,-0.225,-0.225,True,R_nonneg_syn_count,syn_count must be non-negative; got -0.2250
3,2,21,23,syn_flag_number,0.0,-0.3,-0.3,True,R_nonneg_syn_flag_number,syn_flag_number must be non-negative; got -0.3000
3,2,21,23,AVG,261.44,416.84,155.4,False,,
3,2,21,23,Header_Length,8.0,4.376,-3.624,False,,
3,2,21,23,Max,1392.0,1087.7999,-304.2001,False,,
3,2,21,23,Min,60.0,58.2,-1.8,False,,
3,2,21,23,Number,100.0,127.0,27.0,False,,
3,2,21,23,Rate,9545.5254,2119.9585,-7425.5669,False,,
3,2,21,23,Time_To_Live,63.36,62.787,-0.573,False,,
3,2,21,23,Tot size,261.44,254.1151,-7.3249,False,,
3,2,21,23,Tot sum,26144.0,28747.1934,2603.1934,False,,
3,2,21,23,ack_flag_number,0.0,0.225,0.225,False,,
3,2,21,23,fin_count,0.0,0.3,0.3,False,,
3,2,21,23,fin_flag_number,0.0,0.3,0.3,False,,
4,3,7,15,ARP,0.0,0.3,0.3,True,R_binary_ARP,ARP must be binary (0/1); got 0.3000
4,3,7,15,DHCP,0.0,0.3,0.3,True,R_binary_DHCP,DHCP must be binary (0/1); got 0.3000
4,3,7,15,DNS,0.0,0.3,0.3,True,R_binary_DNS,DNS must be binary (0/1); got 0.3000
4,3,7,15,HTTP,0.0,-0.3,-0.3,True,R_binary_HTTP,HTTP must be binary (0/1); got -0.3000
4,3,7,15,HTTPS,0.0,0.3,0.3,True,R_binary_HTTPS,HTTPS must be binary (0/1); got 0.3000
4,3,7,15,ICMP,1.0,0.7,-0.3,True,R_binary_ICMP; R_proto_icmp,ICMP must be binary (0/1); got 0.7000 | ICMP indicator implies Protocol Type should be 1
4,3,7,15,IGMP,0.0,0.3,0.3,True,R_binary_IGMP,IGMP must be binary (0/1); got 0.3000
4,3,7,15,IPv,1.0,0.7,-0.3,True,R_binary_IPv,IPv must be binary (0/1); got 0.7000
4,3,7,15,IRC,0.0,-0.3,-0.3,True,R_binary_IRC,IRC must be binary (0/1); got -0.3000
4,3,7,15,LLC,1.0,0.7,-0.3,True,R_binary_LLC,LLC must be binary (0/1); got 0.7000
4,3,7,15,Number,100.0,91.4709,-8.5291,True,R_pkts_integer,Number (packet count) must be integer-like; got 91.4709
4,3,7,15,Protocol Type,1.0,4.3,3.3,True,R_protocol_valid; R_proto_icmp,"Protocol Type must map to allowed values {0,1,2,6,17,47}; got 4.3000 | ICMP indicator implies Protocol Type should be 1"
4,3,7,15,Rate,724.061,-6701.5063,-7425.5674,True,R_nonneg_Rate,Rate must be non-negative; got -6701.5063
4,3,7,15,SMTP,0.0,-0.3,-0.3,True,R_binary_SMTP,SMTP must be binary (0/1); got -0.3000
4,3,7,15,SSH,0.0,0.15,0.15,True,R_binary_SSH,SSH must be binary (0/1); got 0.1500
4,3,7,15,Std,603.662,666.8156,63.1536,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=666.8156, Variance=351113.1875"
4,3,7,15,TCP,0.0,-0.3,-0.3,True,R_binary_TCP,TCP must be binary (0/1); got -0.3000
4,3,7,15,Telnet,0.0,-0.3,-0.3,True,R_binary_Telnet,Telnet must be binary (0/1); got -0.3000
4,3,7,15,UDP,0.0,-0.3,-0.3,True,R_binary_UDP,UDP must be binary (0/1); got -0.3000
4,3,7,15,Variance,364407.8125,351113.1875,-13294.625,True,R_var_eq_std_sq,"Variance should match Std^2 (within tolerance); Std=666.8156, Variance=351113.1875"
4,3,7,15,ack_flag_number,0.0,-0.3,-0.3,True,R_nonneg_ack_flag_number,ack_flag_number must be non-negative; got -0.3000
4,3,7,15,cwr_flag_number,0.0,-0.3,-0.3,True,R_nonneg_cwr_flag_number,cwr_flag_number must be non-negative; got -0.3000
4,3,7,15,fin_count,0.0,-0.3,-0.3,True,R_nonneg_fin_count,fin_count must be non-negative; got -0.3000
4,3,7,15,psh_flag_number,0.0,-0.3,-0.3,True,R_nonneg_psh_flag_number,psh_flag_number must be non-negative; got -0.3000
4,3,7,15,rst_count,0.0,-0.3,-0.3,True,R_nonneg_rst_count,rst_count must be non-negative; got -0.3000
4,3,7,15,rst_flag_number,0.0,-0.3,-0.3,True,R_nonneg_rst_flag_number,rst_flag_number must be non-negative; got -0.3000
4,3,7,15,syn_flag_number,0.0,-0.3,-0.3,True,R_nonneg_syn_flag_number,syn_flag_number must be non-negative; got -0.3000
4,3,7,15,AVG,868.38,1023.78,155.4,False,,
4,3,7,15,Header_Length,1.8,0.689,-1.111,False,,
4,3,7,15,Max,1514.0,1587.9387,73.9387,False,,
4,3,7,15,Min,60.0,61.2311,1.2311,False,,
4,3,7,15,Time_To_Live,65.55,66.123,0.573,False,,
4,3,7,15,Tot size,868.38,1023.78,155.4,False,,
4,3,7,15,Tot sum,86838.0,101519.7031,14681.7031,False,,
4,3,7,15,ack_count,6.0,3.9,-2.1,False,,
4,3,7,15,ece_flag_number,0.0,0.3,0.3,False,,
4,3,7,15,fin_flag_number,0.0,0.3,0.3,False,,
4,3,7,15,syn_count,1.0,0.7,-0.3,False,,
5,4,19,12,ARP,0.0,-0.3,-0.3,True,R_binary_ARP,ARP must be binary (0/1); got -0.3000
5,4,19,12,AVG,60.0,215.4,155.4,True,R_avg_in_range,"AVG must lie in [Min, Max]; got Min=61.8000, AVG=215.4000, Max=7.1984"
5,4,19,12,DHCP,0.0,0.0758,0.0758,True,R_binary_DHCP,DHCP must be binary (0/1); got 0.0758
5,4,19,12,DNS,0.0,-0.3,-0.3,True,R_binary_DNS,DNS must be binary (0/1); got -0.3000
5,4,19,12,HTTP,0.0,0.3,0.3,True,R_binary_HTTP,HTTP must be binary (0/1); got 0.3000
5,4,19,12,HTTPS,0.0,-0.3,-0.3,True,R_binary_HTTPS,HTTPS must be binary (0/1); got -0.3000
5,4,19,12,ICMP,0.0,0.3,0.3,True,R_binary_ICMP,ICMP must be binary (0/1); got 0.3000
5,4,19,12,IGMP,0.0,0.3,0.3,True,R_binary_IGMP,IGMP must be binary (0/1); got 0.3000
5,4,19,12,IPv,1.0,1.3,0.3,True,R_binary_IPv,IPv must be binary (0/1); got 1.3000
5,4,19,12,IRC,0.0,-0.3,-0.3,True,R_binary_IRC,IRC must be binary (0/1); got -0.3000
5,4,19,12,LLC,1.0,1.225,0.225,True,R_binary_LLC,LLC must be binary (0/1); got 1.2250
5,4,19,12,Max,60.0,7.1984,-52.8016,True,R_min_leq_max; R_avg_in_range,"Min must be <= Max; got Min=61.8000, Max=7.1984 | AVG must lie in [Min, Max]; got Min=61.8000, AVG=215.4000, Max=7.1984"
5,4,19,12,Min,60.0,61.8,1.8,True,R_min_leq_max; R_avg_in_range,"Min must be <= Max; got Min=61.8000, Max=7.1984 | AVG must lie in [Min, Max]; got Min=61.8000, AVG=215.4000, Max=7.1984"
5,4,19,12,Protocol Type,6.0,2.7,-3.3,True,R_protocol_valid; R_proto_tcp,"Protocol Type must map to allowed values {0,1,2,6,17,47}; got 2.7000 | TCP indicator implies Protocol Type should be 6"
5,4,19,12,SMTP,0.0,0.225,0.225,True,R_binary_SMTP,SMTP must be binary (0/1); got 0.2250
5,4,19,12,SSH,0.0,0.2762,0.2762,True,R_binary_SSH,SSH must be binary (0/1); got 0.2762
5,4,19,12,Std,0.0,-47.3652,-47.3652,True,R_nonneg_Std; R_var_eq_std_sq,"Std must be non-negative; got -47.3652 | Variance should match Std^2 (within tolerance); Std=-47.3652, Variance=-9970.9512"
5,4,19,12,TCP,1.0,1.3,0.3,True,R_binary_TCP; R_proto_tcp,TCP must be binary (0/1); got 1.3000 | TCP indicator implies Protocol Type should be 6
5,4,19,12,Telnet,0.0,0.3,0.3,True,R_binary_Telnet,Telnet must be binary (0/1); got 0.3000
5,4,19,12,UDP,0.0,0.3,0.3,True,R_binary_UDP,UDP must be binary (0/1); got 0.3000
5,4,19,12,Variance,0.0,-9970.9512,-9970.9512,True,R_nonneg_Variance; R_var_eq_std_sq,"Variance must be non-negative; got -9970.9512 | Variance should match Std^2 (within tolerance); Std=-47.3652, Variance=-9970.9512"
5,4,19,12,ack_count,0.0,-2.1,-2.1,True,R_nonneg_ack_count,ack_count must be non-negative; got -2.1000
5,4,19,12,ack_flag_number,0.0,-0.075,-0.075,True,R_nonneg_ack_flag_number,ack_flag_number must be non-negative; got -0.0750
5,4,19,12,ece_flag_number,0.0,-0.3,-0.3,True,R_nonneg_ece_flag_number,ece_flag_number must be non-negative; got -0.3000
5,4,19,12,fin_flag_number,0.0,-0.3,-0.3,True,R_nonneg_fin_flag_number,fin_flag_number must be non-negative; got -0.3000
5,4,19,12,rst_count,0.0,-0.3,-0.3,True,R_nonneg_rst_count,rst_count must be non-negative; got -0.3000
5,4,19,12,Header_Length,20.0,23.624,3.624,False,,
5,4,19,12,Number,100.0,73.0,-27.0,False,,
5,4,19,12,Time_To_Live,64.0,63.427,-0.573,False,,
5,4,19,12,Tot size,60.0,215.4,155.4,False,,
5,4,19,12,Tot sum,6000.0,20681.6992,14681.6992,False,,
5,4,19,12,cwr_flag_number,0.0,0.3,0.3,False,,
5,4,19,12,fin_count,0.0,0.3,0.3,False,,
5,4,19,12,psh_flag_number,0.0,0.15,0.15,False,,
5,4,19,12,rst_flag_number,0.0,0.3,0.3,False,,
5,4,19,12,syn_count,100.0,99.7,-0.3,False,,
5,4,19,12,syn_flag_number,1.0,0.7,-0.3,False,,
