attack_config,sample_index,feature_name,original_raw,perturbed_raw,delta_raw,mask_value,violation,true_class,clean_pred,adv_pred
attack_binary_fgsm_0.30,538,TCP,1.0,0.699999988079071,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,538,UDP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,538,DHCP,0.0,0.30000001192092896,0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,538,ARP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,538,ICMP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,538,IGMP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,538,IPv,1.0,1.2999999523162842,0.2999999523162842,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,538,LLC,1.0,1.2999999523162842,0.2999999523162842,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Tot sum,1056.0,-13625.701171875,-14681.701171875,1.0,Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Variance,2144.711181640625,-11149.888671875,-13294.599853515625,1.0,Non-negative constraint violated | Variance mismatch vs Std^2,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Rate,65.8583984375,-7359.70849609375,-7425.56689453125,1.0,Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Max,214.0,-90.20001220703125,-304.20001220703125,1.0,Non-negative constraint violated | Min > Max,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,AVG,105.5999984741211,-49.80000305175781,-155.4000015258789,1.0,"Non-negative constraint violated | AVG outside [Min, Max]",Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Tot size,105.5999984741211,-49.80000305175781,-155.4000015258789,1.0,Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Std,46.31102752685547,-16.84259605407715,-63.15362358093262,1.0,Non-negative constraint violated | Variance mismatch vs Std^2,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Number,10.0,-16.99999237060547,-26.99999237060547,1.0,Non-negative constraint violated | Packet count must be >= 1,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Header_Length,19.200000762939453,22.82400131225586,3.6240005493164062,1.0,-,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Protocol Type,6.0,2.6999998092651367,-3.3000001907348633,0.0,"Protocol clean=6, adv=INVALID (non-integer: 2.7000) | Protocol invalid: non-integer",Attack,Attack,Benign
attack_binary_fgsm_0.30,861,ack_count,7.0,4.900000095367432,-2.0999999046325684,0.30000001192092896,Integer constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Min,60.0,61.79999923706055,1.7999992370605469,1.0,Min > Max,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Time_To_Live,134.1999969482422,134.7729949951172,0.572998046875,0.0,-,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,fin_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,syn_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,rst_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,psh_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,ack_flag_number,1.0,0.699999988079071,-0.30000001192092896,0.30000001192092896,Integer constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,ece_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,cwr_flag_number,0.0,0.30000001192092896,0.30000001192092896,0.0,Integer constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,syn_count,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,fin_count,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,rst_count,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,861,HTTP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,HTTPS,0.0,0.30000001192092896,0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,DNS,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,Telnet,0.0,0.30000001192092896,0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,SMTP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,SSH,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,IRC,0.0,0.30000001192092896,0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,TCP,1.0,0.699999988079071,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,UDP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,DHCP,0.0,0.30000001192092896,0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,ARP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,ICMP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,IGMP,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,IPv,1.0,1.2999999523162842,0.2999999523162842,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,861,LLC,1.0,1.2999999523162842,0.2999999523162842,0.0,Binary constraint violated (must be 0/1),Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Tot sum,1000.0,-13681.701171875,-14681.701171875,1.0,Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Variance,1560.4444580078125,-11734.15625,-13294.600708007812,1.0,Non-negative constraint violated | Variance mismatch vs Std^2,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Rate,70.18701171875,-7355.38037109375,-7425.5673828125,1.0,Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Max,176.0,-128.20001220703125,-304.20001220703125,1.0,Non-negative constraint violated | Min > Max,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,AVG,100.0,-55.40000915527344,-155.40000915527344,1.0,"Non-negative constraint violated | AVG outside [Min, Max]",Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Tot size,100.0,-55.40000915527344,-155.40000915527344,1.0,Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Std,39.50246047973633,-23.651161193847656,-63.153621673583984,1.0,Non-negative constraint violated | Variance mismatch vs Std^2,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Number,10.0,-16.99999237060547,-26.99999237060547,1.0,Non-negative constraint violated | Packet count must be >= 1,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Header_Length,15.199999809265137,18.823999404907227,3.62399959564209,1.0,-,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Protocol Type,6.0,9.300000190734863,3.3000001907348633,0.0,"Protocol clean=6, adv=INVALID (non-integer: 9.3000) | Protocol invalid: non-integer",Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,ack_count,6.0,3.9000000953674316,-2.0999999046325684,0.30000001192092896,Integer constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Min,60.0,61.79999923706055,1.7999992370605469,1.0,Min > Max,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,Time_To_Live,85.0999984741211,84.52699279785156,-0.5730056762695312,0.0,-,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,fin_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,syn_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,rst_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,psh_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,ack_flag_number,1.0,0.699999988079071,-0.30000001192092896,0.30000001192092896,Integer constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,ece_flag_number,0.0,-0.30000001192092896,-0.30000001192092896,0.0,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,cwr_flag_number,0.0,0.30000001192092896,0.30000001192092896,0.0,Integer constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,syn_count,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
attack_binary_fgsm_0.30,1776,fin_count,0.0,-0.30000001192092896,-0.30000001192092896,0.30000001192092896,Integer constraint violated | Non-negative constraint violated,Attack,Attack,Benign
